instrument_name,type,expiry_date,strike,T_years,S0,market_price_btc,market_price_usd,mark_iv,bid_btc,ask_btc,open_interest
BTC-19DEC25-87000-C,call,19DEC25,87000.0,0.03913,92653.12,0.07704774,7138.7134999488,51.3,0.0765,0.078,255.6
BTC-19DEC25-87000-P,put,19DEC25,87000.0,0.03913,92653.12,0.01603393,1485.5936403615997,51.3,0.0155,0.0165,554.3
BTC-19DEC25-88000-C,call,19DEC25,88000.0,0.03913,92653.12,0.06883746,6378.0054418752,50.26,0.068,0.07,975.4
BTC-19DEC25-88000-P,put,19DEC25,88000.0,0.03913,92653.12,0.01861659,1724.8851472607998,50.26,0.0185,0.019,87.8
BTC-19DEC25-89000-C,call,19DEC25,89000.0,0.03913,92653.12,0.06117711,5668.2501140832,49.5,0.0605,0.062,25.9
BTC-19DEC25-89000-P,put,19DEC25,89000.0,0.03913,92653.12,0.02174918,2015.1293844416,49.5,0.0215,0.022,114.9
BTC-19DEC25-90000-C,call,19DEC25,90000.0,0.03913,92653.12,0.05387119,4991.333831612799,48.67,0.0535,0.0545,441.9
BTC-19DEC25-90000-P,put,19DEC25,90000.0,0.03913,92653.12,0.02523621,2338.2135934751996,48.67,0.025,0.0255,192.7
BTC-19DEC25-91000-C,call,19DEC25,91000.0,0.03913,92653.12,0.04711284,4365.1516180608005,47.99,0.0465,0.0475,204.9
BTC-19DEC25-91000-P,put,19DEC25,91000.0,0.03913,92653.12,0.02927081,2712.0318714272,47.99,0.029,0.0295,53.6
BTC-19DEC25-92000-C,call,19DEC25,92000.0,0.03913,92653.12,0.04086774,3786.5236183487996,47.37,0.0405,0.0415,326.0
BTC-19DEC25-92000-P,put,19DEC25,92000.0,0.03913,92653.12,0.03381865,3133.4034366879996,47.37,0.0335,0.034,201.3
BTC-19DEC25-93000-C,call,19DEC25,93000.0,0.03913,92653.12,0.0352574,3266.708113088,46.94,0.0345,0.0355,216.4
BTC-19DEC25-93000-P,put,19DEC25,93000.0,0.03913,92653.12,0.03900126,3613.5884229312,46.94,0.0385,0.0395,57.0
BTC-19DEC25-94000-C,call,19DEC25,94000.0,0.03913,92653.12,0.03001321,2780.8175477152,46.34,0.0295,0.0305,405.7
BTC-19DEC25-94000-P,put,19DEC25,94000.0,0.03913,92653.12,0.04455002,4127.6983490624,46.34,0.044,0.045,32.9
BTC-19DEC25-95000-C,call,19DEC25,95000.0,0.03913,92653.12,0.02543475,2356.60894392,45.96,0.025,0.026,771.8
BTC-19DEC25-95000-P,put,19DEC25,95000.0,0.03913,92653.12,0.05076449,4703.4883837088,45.96,0.05,0.051,8.1
BTC-19DEC25-96000-C,call,19DEC25,96000.0,0.03913,92653.12,0.02161457,2002.6573479584,45.94,0.021,0.0215,420.2
BTC-19DEC25-96000-P,put,19DEC25,96000.0,0.03913,92653.12,0.05773726,5349.5372792512,45.94,0.0565,0.058,3.7
BTC-19DEC25-97000-C,call,19DEC25,97000.0,0.03913,92653.12,0.01804832,1672.2331587584,45.65,0.0175,0.018,19.8
BTC-19DEC25-97000-P,put,19DEC25,97000.0,0.03913,92653.12,0.06496395,6019.112655024001,45.65,0.0635,0.0655,0.4
BTC-19DEC25-98000-C,call,19DEC25,98000.0,0.03913,92653.12,0.01496793,1386.8254144416,45.42,0.014,0.015,617.9
BTC-19DEC25-98000-P,put,19DEC25,98000.0,0.03913,92653.12,0.07267651,6733.7054022112,45.42,0.0715,0.0735,39.3
BTC-19DEC25-99000-C,call,19DEC25,99000.0,0.03913,92653.12,0.01246492,1154.9137285504,45.46,0.0115,0.0125,277.1
BTC-19DEC25-99000-P,put,19DEC25,99000.0,0.03913,92653.12,0.08096644,7501.793281292799,45.46,,,2.6
BTC-19DEC25-100000-C,call,19DEC25,100000.0,0.03913,92653.12,0.0104569,968.8644105279999,45.74,0.0095,0.0105,252.1
BTC-19DEC25-100000-P,put,19DEC25,100000.0,0.03913,92653.12,0.08975137,8315.7444547744,45.74,,0.139,0.2
BTC-19DEC25-105000-C,call,19DEC25,105000.0,0.03913,92653.12,0.00374449,346.93868130879997,45.98,0.0035,0.0037,1318.9
BTC-19DEC25-105000-P,put,19DEC25,105000.0,0.03913,92653.12,0.13700368,12693.818403481599,45.98,,,0.5
BTC-19DEC25-115000-C,call,19DEC25,115000.0,0.03913,92653.12,0.00079956,74.08172862720001,52.6,0.0007,0.0009,879.1
BTC-19DEC25-115000-P,put,19DEC25,115000.0,0.03913,92653.12,0.2419882,22420.961733183998,52.6,,,0.4
BTC-26DEC25-20000-C,call,26DEC25,20000.0,0.05831,92726.41,0.78431611,72726.8171854651,170.17,0.784,0.785,36.9
BTC-26DEC25-20000-P,put,26DEC25,20000.0,0.05831,92726.47,4.23e-06,0.3922329681,170.17,,0.0001,525.8
BTC-26DEC25-30000-C,call,26DEC25,30000.0,0.05831,92726.41,0.67649083,62728.566063820304,140.98,0.6755,0.677,33.0
BTC-26DEC25-30000-P,put,26DEC25,30000.0,0.05831,92726.41,2.301e-05,2.1336346941000004,140.98,,0.0001,728.5
BTC-26DEC25-40000-C,call,26DEC25,40000.0,0.05831,92726.41,0.56875935,52739.0126794335,123.26,0.568,0.5695,24.8
BTC-26DEC25-40000-P,put,26DEC25,40000.0,0.05831,92726.47,0.00013559,12.5727820673,123.26,0.0001,0.0002,1165.2
BTC-26DEC25-50000-C,call,26DEC25,50000.0,0.05831,92726.41,0.46095991,42743.1576082231,94.9,0.46,0.4615,42.2
BTC-26DEC25-50000-P,put,26DEC25,50000.0,0.05831,92726.41,0.0001802,16.709299082,94.9,0.0001,0.0003,1430.1
BTC-26DEC25-60000-C,call,26DEC25,60000.0,0.05831,92726.41,0.35357913,32786.12337582331,79.91,0.353,0.3545,54.4
BTC-26DEC25-60000-P,put,26DEC25,60000.0,0.05831,92726.47,0.00064349,59.6685561803,79.91,0.0005,0.0008,1811.1
BTC-26DEC25-65000-C,call,26DEC25,65000.0,0.05831,92726.41,0.30015968,27832.729553148798,72.49,0.2995,0.301,72.9
BTC-26DEC25-65000-P,put,26DEC25,65000.0,0.05831,92726.41,0.00114607,106.2709567087,72.49,0.001,0.0013,2500.7
BTC-26DEC25-70000-C,call,26DEC25,70000.0,0.05831,92726.41,0.24734176,22935.113447881602,66.52,0.2465,0.2485,59.8
BTC-26DEC25-70000-P,put,26DEC25,70000.0,0.05831,92726.41,0.00225017,208.65018598970002,66.52,0.0021,0.0024,2982.5
BTC-26DEC25-75000-C,call,26DEC25,75000.0,0.05831,92726.41,0.195476,18125.787721160003,60.58,0.194,0.1965,372.3
BTC-26DEC25-75000-P,put,26DEC25,75000.0,0.05831,92726.41,0.00430644,399.3207210804,60.58,0.0041,0.0045,4274.7
BTC-26DEC25-80000-C,call,26DEC25,80000.0,0.05831,92726.47,0.14575223,13515.0897825281,55.5,0.145,0.147,890.3
BTC-26DEC25-80000-P,put,26DEC25,80000.0,0.05831,92726.41,0.0085047,788.6102991270001,55.5,0.008,0.009,6689.0
BTC-26DEC25-82000-C,call,26DEC25,82000.0,0.05831,92726.41,0.12669291,11747.7787167531,53.39,0.126,0.128,26.6
BTC-26DEC25-82000-P,put,26DEC25,82000.0,0.05831,92726.41,0.01101419,1021.3062977579001,53.39,0.0105,0.0115,1654.1
BTC-26DEC25-84000-C,call,26DEC25,84000.0,0.05831,92726.47,0.10862835,10072.7234374245,51.76,0.108,0.1095,117.9
BTC-26DEC25-84000-P,put,26DEC25,84000.0,0.05831,92726.41,0.01451845,1346.2437472645001,51.76,0.014,0.015,579.1
BTC-26DEC25-85000-C,call,26DEC25,85000.0,0.05831,92726.47,0.1000656,9278.729856432,51.13,0.099,0.101,548.4
BTC-26DEC25-85000-P,put,26DEC25,85000.0,0.05831,92726.47,0.0167401,1552.250380447,51.13,0.0165,0.017,13426.9
BTC-26DEC25-86000-C,call,26DEC25,86000.0,0.05831,92726.41,0.09156257,8490.2684064737,50.23,0.0905,0.0925,691.4
BTC-26DEC25-86000-P,put,26DEC25,86000.0,0.05831,92726.41,0.01902148,1763.7935532868,50.23,0.0185,0.0195,1568.9
BTC-26DEC25-88000-C,call,26DEC25,88000.0,0.05831,92726.47,0.07550926,7001.707132112199,48.57,0.0745,0.0765,1186.8
BTC-26DEC25-88000-P,put,26DEC25,88000.0,0.05831,92726.47,0.02453698,2275.2275398606002,48.57,0.024,0.025,925.6
BTC-26DEC25-90000-C,call,26DEC25,90000.0,0.05831,92726.41,0.06096221,5652.8068789661,47.15,0.0605,0.062,2433.7
BTC-26DEC25-90000-P,put,26DEC25,90000.0,0.05831,92726.41,0.03155874,2926.3286643234,47.15,0.031,0.032,3612.9
BTC-26DEC25-92000-C,call,26DEC25,92000.0,0.05831,92726.41,0.04830089,4478.7681295049,46.16,0.048,0.0485,617.9
BTC-26DEC25-92000-P,put,26DEC25,92000.0,0.05831,92726.41,0.04046624,3752.2891613984,46.16,0.04,0.0405,1163.7
BTC-26DEC25-94000-C,call,26DEC25,94000.0,0.05831,92726.41,0.03722013,3451.2890346332997,45.12,0.037,0.0375,1115.3
BTC-26DEC25-94000-P,put,26DEC25,94000.0,0.05831,92726.41,0.05095429,4724.8083857989,45.12,0.0505,0.051,635.3
BTC-26DEC25-95000-C,call,26DEC25,95000.0,0.05831,92726.4,0.03229059,2994.190164576,44.58,0.032,0.0325,4714.2
BTC-26DEC25-95000-P,put,26DEC25,95000.0,0.05831,92726.47,0.05680939,5267.7341975533,44.58,0.0565,0.057,3035.9
BTC-26DEC25-96000-C,call,26DEC25,96000.0,0.05831,92726.41,0.02828184,2622.4734913944,44.58,0.0275,0.0285,1100.9
BTC-26DEC25-96000-P,put,26DEC25,96000.0,0.05831,92726.41,0.06358481,5895.991161832101,44.58,0.0625,0.064,840.6
BTC-26DEC25-98000-C,call,26DEC25,98000.0,0.05831,92726.47,0.02097875,1945.2854325125002,44.09,0.0205,0.021,2035.0
BTC-26DEC25-98000-P,put,26DEC25,98000.0,0.05831,92726.41,0.07785053,7218.800163497301,44.09,0.076,0.0785,1036.5
BTC-26DEC25-100000-C,call,26DEC25,100000.0,0.05831,92726.41,0.01547861,1435.2759370901001,44.01,0.0145,0.0155,18084.2
BTC-26DEC25-100000-P,put,26DEC25,100000.0,0.05831,92726.41,0.0939192,8708.790246072,44.01,0.092,0.095,2552.0
BTC-26DEC25-102000-C,call,26DEC25,102000.0,0.05831,92726.41,0.01131754,1049.4348542313999,44.11,0.0105,0.011,1457.2
BTC-26DEC25-102000-P,put,26DEC25,102000.0,0.05831,92726.41,0.11132695,10322.9484097495,44.11,0.109,0.113,961.7
BTC-26DEC25-104000-C,call,26DEC25,104000.0,0.05831,92726.41,0.00798976,740.8617615616,43.94,0.0075,0.008,1233.0
BTC-26DEC25-104000-P,put,26DEC25,104000.0,0.05831,92726.41,0.12956798,12014.3736363518,43.94,0.1275,0.131,882.8
BTC-26DEC25-105000-C,call,26DEC25,105000.0,0.05831,92726.47,0.00699028,648.1839887116,44.48,0.006,0.007,2360.0
BTC-26DEC25-105000-P,put,26DEC25,105000.0,0.05831,92726.47,0.1393529,12921.702501263,44.48,0.137,0.1405,3432.0
BTC-26DEC25-106000-C,call,26DEC25,106000.0,0.05831,92726.41,0.00590705,547.7395401905,44.58,0.005,0.006,16831.6
BTC-26DEC25-106000-P,put,26DEC25,106000.0,0.05831,92726.41,0.14905408,13821.2497342528,44.58,0.1465,0.151,365.9
BTC-26DEC25-108000-C,call,26DEC25,108000.0,0.05831,92726.47,0.00410614,380.7478675258,44.58,0.0039,0.0043,2127.7
BTC-26DEC25-108000-P,put,26DEC25,108000.0,0.05831,92726.41,0.16882198,15654.256134491801,44.58,0.1665,0.1705,939.5
BTC-26DEC25-110000-C,call,26DEC25,110000.0,0.05831,92726.47,0.00299329,277.5572153863,45.19,0.0028,0.0032,5818.3
BTC-26DEC25-110000-P,put,26DEC25,110000.0,0.05831,92726.47,0.18927794,17551.0752250718,45.19,0.187,0.191,2387.8
BTC-26DEC25-112000-C,call,26DEC25,112000.0,0.05831,92726.41,0.00228914,212.2637341874,46.24,0.0021,0.0024,16211.3
BTC-26DEC25-112000-P,put,26DEC25,112000.0,0.05831,92726.41,0.2101426,19485.768886066002,46.24,0.208,0.212,480.9
BTC-26DEC25-114000-C,call,26DEC25,114000.0,0.05831,92726.41,0.00179062,166.0377642742,47.41,0.0016,0.002,766.9
BTC-26DEC25-114000-P,put,26DEC25,114000.0,0.05831,92726.41,0.23121289,21439.541235424902,47.41,0.229,0.233,377.1
BTC-26DEC25-115000-C,call,26DEC25,115000.0,0.05831,92726.47,0.00158994,147.4295237118,47.99,0.0014,0.0018,4114.6
BTC-26DEC25-115000-P,put,26DEC25,115000.0,0.05831,92726.47,0.24179662,22420.9470305314,47.99,0.2395,0.2435,1117.0
BTC-26DEC25-116000-C,call,26DEC25,116000.0,0.05831,92726.41,0.00144295,133.7995733095,48.74,0.0013,0.0016,5641.3
BTC-26DEC25-116000-P,put,26DEC25,116000.0,0.05831,92726.41,0.25243404,23407.302290996402,48.74,0.2505,0.2545,780.9
BTC-26DEC25-118000-C,call,26DEC25,118000.0,0.05831,92726.47,0.00124238,115.2015117986,50.5,0.0011,0.0014,15092.7
BTC-26DEC25-118000-P,put,26DEC25,118000.0,0.05831,92726.41,0.27380228,25388.702474214802,50.5,0.2715,0.276,259.8
BTC-26DEC25-120000-C,call,26DEC25,120000.0,0.05831,92726.47,0.00099517,92.27860114990001,51.59,0.0009,0.0011,6842.6
BTC-26DEC25-120000-P,put,26DEC25,120000.0,0.05831,92726.47,0.29512388,27365.7956051036,51.59,0.293,0.297,962.2
BTC-26DEC25-122000-C,call,26DEC25,122000.0,0.05831,92726.41,0.00083988,77.8790572308,53.0,0.0007,0.001,1147.9
BTC-26DEC25-122000-P,put,26DEC25,122000.0,0.05831,92726.47,0.3165374,29351.395724978003,53.0,0.314,0.319,70.9
BTC-26DEC25-124000-C,call,26DEC25,124000.0,0.05831,92726.47,0.00069405,64.3568065035,54.18,0.0006,0.0008,2140.9
BTC-26DEC25-124000-P,put,26DEC25,124000.0,0.05831,92726.41,0.33796038,31337.8527596358,54.18,0.336,0.3405,97.8
BTC-26DEC25-125000-C,call,26DEC25,125000.0,0.05831,92726.47,0.00069385,64.3382612095,55.44,0.0006,0.0008,7365.6
BTC-26DEC25-125000-P,put,26DEC25,125000.0,0.05831,92726.41,0.34874459,32337.833837621904,55.44,0.346,0.351,673.8
BTC-26DEC25-126000-C,call,26DEC25,126000.0,0.05831,92726.41,0.00059332,55.016433581200005,55.52,0.0005,0.0007,1393.3
BTC-26DEC25-126000-P,put,26DEC25,126000.0,0.05831,92726.41,0.35942846,33328.5107476286,55.52,0.3575,0.362,46.8
BTC-26DEC25-128000-C,call,26DEC25,128000.0,0.05831,92726.47,0.00049218,45.638114004600006,56.58,0.0004,0.0006,677.4
BTC-26DEC25-128000-P,put,26DEC25,128000.0,0.05831,92726.47,0.38089614,35319.1544988258,56.58,0.379,0.3835,34.2
BTC-26DEC25-130000-C,call,26DEC25,130000.0,0.05831,92726.47,0.00046783,43.3802244601,58.54,0.0004,0.0005,7052.9
BTC-26DEC25-130000-P,put,26DEC25,130000.0,0.05831,92726.41,0.4024406,37316.872076246,58.54,0.4,0.405,396.6
BTC-26DEC25-132000-C,call,26DEC25,132000.0,0.05831,92726.47,0.00039036,36.1967048292,59.5,0.0003,0.0006,524.8
BTC-26DEC25-132000-P,put,26DEC25,132000.0,0.05831,92726.41,0.42393194,39309.6868805354,59.5,,,5.7
BTC-26DEC25-134000-C,call,26DEC25,134000.0,0.05831,92726.41,0.00039035,36.1957541435,61.68,0.0003,0.0006,232.8
BTC-26DEC25-134000-P,put,26DEC25,134000.0,0.05831,92726.41,0.44550074,41309.6842725434,61.68,,,2.0
BTC-26DEC25-135000-C,call,26DEC25,135000.0,0.05831,92726.41,0.00034687,32.164009836700004,61.91,0.0003,0.0004,3636.6
BTC-26DEC25-135000-P,put,26DEC25,135000.0,0.05831,92726.47,0.45624167,42305.6795260049,61.91,0.454,0.459,133.4
BTC-26DEC25-136000-C,call,26DEC25,136000.0,0.05831,92726.47,0.0002983,27.660306001,61.91,0.0002,0.0005,450.7
BTC-26DEC25-136000-P,put,26DEC25,136000.0,0.05831,92726.41,0.4669775,43301.147125775,61.91,,,13.3
BTC-26DEC25-138000-C,call,26DEC25,138000.0,0.05831,92726.41,0.00028706,26.6180432546,63.69,0.0002,0.0005,923.6
BTC-26DEC25-138000-P,put,26DEC25,138000.0,0.05831,92726.47,0.48853508,45300.1334395676,63.69,,,0.3
BTC-26DEC25-140000-C,call,26DEC25,140000.0,0.05831,92726.41,0.00028704,26.6161887264,65.69,0.0002,0.0005,11231.4
BTC-26DEC25-140000-P,put,26DEC25,140000.0,0.05831,92726.41,0.51010387,47300.100592206705,65.69,0.507,0.5125,198.8
BTC-26DEC25-142000-C,call,26DEC25,142000.0,0.05831,92726.47,0.00021675,20.098462372500002,65.69,0.0001,0.0004,198.3
BTC-26DEC25-142000-P,put,26DEC25,142000.0,0.05831,92726.41,0.53160239,49293.5811721199,65.69,,,0.0
BTC-26DEC25-144000-C,call,26DEC25,144000.0,0.05831,92726.41,0.00021222,19.6783987302,67.43,0.0001,0.0004,223.8
BTC-26DEC25-144000-P,put,26DEC25,144000.0,0.05831,92726.47,0.55316667,51293.1926307549,67.43,,,0.0
BTC-26DEC25-145000-C,call,26DEC25,145000.0,0.05831,92726.41,0.00021219,19.675616937900003,68.36,0.0001,0.0004,2757.2
BTC-26DEC25-145000-P,put,26DEC25,145000.0,0.05831,92726.41,0.56395105,52293.156282230506,68.36,,,0.3
BTC-26DEC25-146000-C,call,26DEC25,146000.0,0.05831,92726.41,0.00021216,19.6728351456,69.27,0.0001,0.0004,245.8
BTC-26DEC25-146000-P,put,26DEC25,146000.0,0.05831,92726.41,0.57473543,53293.15312370631,69.27,,,0.0
BTC-26DEC25-148000-C,call,26DEC25,148000.0,0.05831,92726.41,0.00022402,20.772570368200004,71.48,,0.0004,201.2
BTC-26DEC25-148000-P,put,26DEC25,148000.0,0.05831,92726.41,0.5963161,55294.251178201004,71.48,,,0.1
BTC-26DEC25-150000-C,call,26DEC25,150000.0,0.05831,92726.47,0.00022368,20.7410568096,73.27,,0.0004,6942.4
BTC-26DEC25-150000-P,put,26DEC25,150000.0,0.05831,92726.41,0.61788456,57294.217043229604,73.27,0.6155,0.6205,163.6
BTC-26DEC25-160000-C,call,26DEC25,160000.0,0.05831,92726.47,0.00013588,12.599672743600001,78.03,,0.0003,5563.8
BTC-26DEC25-160000-P,put,26DEC25,160000.0,0.05831,92726.41,0.72564082,67286.0681880562,78.03,0.7225,0.729,753.3
BTC-26DEC25-170000-C,call,26DEC25,170000.0,0.05831,92726.41,5.559e-05,5.1546611319,79.44,,0.0001,3117.0
BTC-26DEC25-170000-P,put,26DEC25,170000.0,0.05831,92726.41,0.8334046,77278.616635486,79.44,0.8305,0.836,24.1
BTC-26DEC25-180000-C,call,26DEC25,180000.0,0.05831,92726.47,4.992e-05,4.6289053824,85.41,,0.0002,5100.4
BTC-26DEC25-180000-P,put,26DEC25,180000.0,0.05831,92726.41,0.94124299,87278.0834003659,85.41,,,8.2
BTC-26DEC25-190000-C,call,26DEC25,190000.0,0.05831,92726.41,4.695e-05,4.3535049495,91.21,,0.0002,1954.9
BTC-26DEC25-190000-P,put,26DEC25,190000.0,0.05831,92726.41,1.04908407,97277.7995992887,91.21,,,4.0
BTC-26DEC25-200000-C,call,26DEC25,200000.0,0.05831,92726.47,4.735e-05,4.3905983545,97.11,,0.0001,8449.3
BTC-26DEC25-200000-P,put,26DEC25,200000.0,0.05831,92726.41,1.15692853,107277.82921347731,97.11,1.153,1.161,25.0
BTC-26DEC25-210000-C,call,26DEC25,210000.0,0.05831,92726.41,4.767e-05,4.420267964700001,102.67,,0.0001,440.8
BTC-26DEC25-210000-P,put,26DEC25,210000.0,0.05831,92726.41,1.26477291,117277.85140955311,102.67,,,0.0
BTC-26DEC25-220000-C,call,26DEC25,220000.0,0.05831,92726.47,3.192e-05,2.9598289224,104.83,,0.0001,462.9
BTC-26DEC25-220000-P,put,26DEC25,220000.0,0.05831,92726.47,1.37260122,127276.4658482934,104.83,,,0.2
BTC-26DEC25-230000-C,call,26DEC25,230000.0,0.05831,92726.41,1.623e-05,1.5049496343,104.83,,0.0001,259.7
BTC-26DEC25-230000-P,put,26DEC25,230000.0,0.05831,92726.41,1.48042959,137274.9211384719,104.83,,,0.5
BTC-26DEC25-240000-C,call,26DEC25,240000.0,0.05831,92726.41,1.111e-05,1.0301904151,106.72,,0.0001,294.7
BTC-26DEC25-240000-P,put,26DEC25,240000.0,0.05831,92726.41,1.58826853,147274.4389028773,106.72,,,0.2
BTC-26DEC25-260000-C,call,26DEC25,260000.0,0.05831,92726.47,8.46e-06,0.7844659362,113.01,,0.0001,212.5
BTC-26DEC25-260000-P,put,26DEC25,260000.0,0.05831,92726.41,1.803954,167274.17822514,113.01,,,0.0
BTC-26DEC25-280000-C,call,26DEC25,280000.0,0.05831,92726.41,8.51e-06,0.7891017491,120.43,,0.0001,176.5
BTC-26DEC25-280000-P,put,26DEC25,280000.0,0.05831,92726.41,2.01964217,187274.1679087097,120.43,,,0.0
BTC-26DEC25-300000-C,call,26DEC25,300000.0,0.05831,92726.41,3.6e-06,0.333815076,121.31,,0.0001,284.5
BTC-26DEC25-300000-P,put,26DEC25,300000.0,0.05831,92726.41,2.23532537,207273.6967420217,121.31,2.2285,2.2425,7.6
BTC-26DEC25-320000-C,call,26DEC25,320000.0,0.05831,92726.41,1.37e-06,0.1270351817,121.31,,0.0001,177.4
BTC-26DEC25-320000-P,put,26DEC25,320000.0,0.05831,92726.47,2.45101126,227273.6220700522,121.31,,,13.7
BTC-26DEC25-340000-C,call,26DEC25,340000.0,0.05831,92726.41,5.3e-07,0.0491449973,121.31,,0.0001,236.0
BTC-26DEC25-340000-P,put,26DEC25,340000.0,0.05831,92726.47,2.66669854,247273.5421683538,121.31,,,0.0
BTC-26DEC25-400000-C,call,26DEC25,400000.0,0.05831,92726.41,3e-08,0.0027817923,121.31,,0.0001,634.9
BTC-26DEC25-400000-P,put,26DEC25,400000.0,0.05831,92726.41,3.3137624,307273.290944984,121.31,3.3055,3.323,20.1
BTC-30JAN26-55000-C,call,30JAN26,55000.0,0.1542,93126.49,0.41178438,38348.033946226205,70.8,0.411,0.413,4.0
BTC-30JAN26-55000-P,put,30JAN26,55000.0,0.1542,93126.49,0.00238098,221.7323101602,70.8,0.0022,0.0024,593.8
BTC-30JAN26-60000-C,call,30JAN26,60000.0,0.1542,93126.49,0.35952262,33481.0796762038,65.98,0.359,0.3605,9.9
BTC-30JAN26-60000-P,put,30JAN26,60000.0,0.1542,93126.49,0.00380983,354.7960953967,65.98,0.0037,0.004,758.0
BTC-30JAN26-65000-C,call,30JAN26,65000.0,0.1542,93126.49,0.30802282,28685.0840665018,61.43,0.307,0.3095,7.3
BTC-30JAN26-65000-P,put,30JAN26,65000.0,0.1542,93126.49,0.00600063,558.8176096887,61.43,0.0055,0.0065,1570.9
