instrument_name,type,expiry_date,strike,T_years,S0,market_price_btc,market_price_usd,mark_iv,bid_btc,ask_btc,spread_pct,open_interest
BTC-27MAR26-40000-P,put,27MAR26,40000.0,0.30763,93840.15,0.00199894,187.58082944099996,75.1,0.0018,0.0021,0.1501,302.7
BTC-27MAR26-50000-C,call,27MAR26,50000.0,0.30763,93840.15,0.47185879,44279.29963241849,66.2,0.471,0.473,0.0042,41.4
BTC-27MAR26-50000-P,put,27MAR26,50000.0,0.30763,93840.15,0.00466982,438.21660927299996,66.2,0.0044,0.0049,0.1071,1587.3
BTC-27MAR26-60000-C,call,27MAR26,60000.0,0.30763,93840.15,0.37116271,34829.9643808065,59.45,0.37,0.372,0.0054,28.0
BTC-27MAR26-60000-P,put,27MAR26,60000.0,0.30763,93840.15,0.01053596,988.696066794,59.45,0.01,0.011,0.0949,1379.7
BTC-27MAR26-65000-C,call,27MAR26,65000.0,0.30763,93840.15,0.32242978,30256.858919666996,56.19,0.3215,0.324,0.0078,3.2
BTC-27MAR26-65000-P,put,27MAR26,65000.0,0.30763,93841.05,0.01508413,1415.5105975365,56.19,0.0145,0.0155,0.0663,1117.9
BTC-27MAR26-70000-C,call,27MAR26,70000.0,0.30763,93840.15,0.27596128,25896.247909391997,53.67,0.275,0.277,0.0072,75.0
BTC-27MAR26-70000-P,put,27MAR26,70000.0,0.30763,93840.15,0.02189673,2054.7924277095,53.67,0.0215,0.0225,0.0457,1030.6
BTC-27MAR26-75000-C,call,27MAR26,75000.0,0.30763,93840.15,0.23189846,21761.386271168998,51.34,0.231,0.233,0.0086,9.7
BTC-27MAR26-75000-P,put,27MAR26,75000.0,0.30763,93841.05,0.03111501,2919.8652091605,51.34,0.0305,0.0315,0.0321,1932.5
BTC-27MAR26-80000-C,call,27MAR26,80000.0,0.30763,93840.15,0.19102953,17926.239749629498,49.31,0.19,0.192,0.0105,116.2
BTC-27MAR26-80000-P,put,27MAR26,80000.0,0.30763,93841.05,0.04352719,4084.6372131495,49.31,0.043,0.044,0.023,2542.5
BTC-27MAR26-85000-C,call,27MAR26,85000.0,0.30763,93841.05,0.15428338,14478.114376749,47.7,0.153,0.1555,0.0162,743.6
BTC-27MAR26-85000-P,put,27MAR26,85000.0,0.30763,93840.15,0.06006215,5636.2411653225,47.7,0.0595,0.0605,0.0166,2548.2
BTC-27MAR26-90000-C,call,27MAR26,90000.0,0.30763,93840.15,0.12229528,11476.207419492,46.5,0.1215,0.123,0.0123,853.2
BTC-27MAR26-90000-P,put,27MAR26,90000.0,0.30763,93840.15,0.08135515,7634.379479272499,46.5,0.0805,0.082,0.0184,1106.4
BTC-27MAR26-95000-C,call,27MAR26,95000.0,0.30763,93840.15,0.09506738,8921.137199307,45.54,0.0945,0.0955,0.0105,1282.9
BTC-27MAR26-95000-P,put,27MAR26,95000.0,0.30763,93841.05,0.10740835,10079.3123427675,45.54,0.1065,0.1085,0.0186,1201.3
BTC-27MAR26-100000-C,call,27MAR26,100000.0,0.30763,93840.15,0.07253742,6806.922373413,44.77,0.072,0.0735,0.0207,2052.3
BTC-27MAR26-100000-P,put,27MAR26,100000.0,0.30763,93841.05,0.13816246,12965.310316983,44.77,0.1375,0.1395,0.0145,1371.9
BTC-27MAR26-105000-C,call,27MAR26,105000.0,0.30763,93840.15,0.0553328,5192.43825192,44.6,0.0545,0.0555,0.0181,1954.9
BTC-27MAR26-105000-P,put,27MAR26,105000.0,0.30763,93840.15,0.1742385,16350.566975774998,44.6,0.173,0.1755,0.0143,482.1
BTC-27MAR26-110000-C,call,27MAR26,110000.0,0.30763,93840.15,0.04135531,3880.7884936964997,44.28,0.0405,0.0415,0.0242,739.2
BTC-27MAR26-110000-P,put,27MAR26,110000.0,0.30763,93840.15,0.21354164,20038.779528846,44.28,0.2105,0.2155,0.0234,914.7
BTC-27MAR26-115000-C,call,27MAR26,115000.0,0.30763,93840.15,0.03137421,2944.1605725315,44.52,0.03,0.031,0.0319,1280.2
BTC-27MAR26-115000-P,put,27MAR26,115000.0,0.30763,93840.15,0.2568414,24102.035502209998,44.52,0.252,0.26,0.0311,524.9
BTC-27MAR26-120000-C,call,27MAR26,120000.0,0.30763,93840.15,0.02340692,2196.508883838,44.56,0.0225,0.0235,0.0427,1351.5
BTC-27MAR26-120000-P,put,27MAR26,120000.0,0.30763,93840.15,0.30215341,28354.1213174115,44.56,0.2975,0.305,0.0248,193.7
BTC-27MAR26-125000-C,call,27MAR26,125000.0,0.30763,93841.05,0.0175401,1645.981401105,44.77,0.017,0.0175,0.0285,983.6
BTC-27MAR26-125000-P,put,27MAR26,125000.0,0.30763,93840.15,0.34956769,32803.4844647535,44.77,0.345,0.353,0.0229,91.3
BTC-27MAR26-130000-C,call,27MAR26,130000.0,0.30763,93840.15,0.01293707,1214.0165893605,44.82,0.0125,0.0135,0.0773,1733.0
BTC-27MAR26-130000-P,put,27MAR26,130000.0,0.30763,93841.05,0.39824659,37371.878164519505,44.82,0.3945,0.4025,0.0201,424.1
BTC-27MAR26-135000-C,call,27MAR26,135000.0,0.30763,93840.15,0.00994774,933.497413761,45.36,0.0095,0.0105,0.1005,2577.4
BTC-27MAR26-135000-P,put,27MAR26,135000.0,0.30763,93841.05,0.44853754,42091.233718017,45.36,0.4445,0.453,0.019,42.8
BTC-27MAR26-140000-C,call,27MAR26,140000.0,0.30763,93840.15,0.00795415,746.4186291225,46.24,0.0075,0.0085,0.1257,922.7
BTC-27MAR26-145000-C,call,27MAR26,145000.0,0.30763,93840.15,0.00621647,583.3544772705,46.81,0.006,0.0065,0.0804,281.6
BTC-27MAR26-150000-C,call,27MAR26,150000.0,0.30763,93840.15,0.00512311,480.75341086649996,47.78,0.005,0.0055,0.0976,1636.9
BTC-27MAR26-155000-C,call,27MAR26,155000.0,0.30763,93840.15,0.00410543,385.2541670145,48.41,0.0039,0.0043,0.0974,470.9
BTC-27MAR26-160000-C,call,27MAR26,160000.0,0.30763,93840.15,0.00337919,317.10369647849996,49.19,0.0032,0.0036,0.1184,1245.7
BTC-27MAR26-170000-C,call,27MAR26,170000.0,0.30763,93840.15,0.00239281,224.5416493215,50.86,0.0024,0.0026,0.0836,655.4
BTC-27MAR26-180000-C,call,27MAR26,180000.0,0.30763,93841.05,0.0017833,167.346744465,52.6,0.0016,0.002,0.2243,2415.3
BTC-27MAR26-190000-C,call,27MAR26,190000.0,0.30763,93841.05,0.00138296,129.778418508,54.35,0.0012,0.0016,0.2892,884.6
BTC-27MAR26-200000-C,call,27MAR26,200000.0,0.30763,93841.05,0.001048,98.34542040000001,55.71,0.0011,0.0012,0.0954,803.4
BTC-27MAR26-210000-C,call,27MAR26,210000.0,0.30763,93841.05,0.00083607,78.45768667349999,57.22,0.0007,0.001,0.3588,334.1
BTC-27MAR26-220000-C,call,27MAR26,220000.0,0.30763,93840.15,0.0006912,64.86231167999999,58.77,0.0006,0.0008,0.2894,208.3
BTC-27MAR26-230000-C,call,27MAR26,230000.0,0.30763,93840.15,0.00053177,49.901376565499994,59.72,0.0004,0.0007,0.5642,186.5
BTC-27MAR26-300000-P,put,27MAR26,300000.0,0.30763,93840.15,2.19707594,206173.935770991,68.57,2.185,2.2065,0.0098,136.1
BTC-27MAR26-320000-P,put,27MAR26,320000.0,0.30763,93841.05,2.41016862,226172.75397785098,70.91,2.397,2.4215,0.0102,340.0
BTC-27MAR26-340000-P,put,27MAR26,340000.0,0.30763,93840.15,2.62329262,246170.17295469297,73.94,2.61,2.6335,0.009,320.1
BTC-26JUN26-20000-C,call,26JUN26,20000.0,0.55694,95085.65,0.79048375,75163.6611831875,87.63,0.7895,0.791,0.0019,8.4
BTC-26JUN26-20000-P,put,26JUN26,20000.0,0.55694,95085.65,0.00081913,77.8875084845,87.63,0.0007,0.0009,0.2442,1987.8
BTC-26JUN26-30000-C,call,26JUN26,30000.0,0.55694,95085.65,0.68697262,65321.238104903,76.41,0.6855,0.688,0.0036,0.5
BTC-26JUN26-30000-P,put,26JUN26,30000.0,0.55694,95085.65,0.00247569,235.40259284849998,76.41,0.0021,0.0028,0.2827,755.3
BTC-26JUN26-40000-C,call,26JUN26,40000.0,0.55694,95085.65,0.58531291,55654.858500741495,68.45,0.5845,0.5865,0.0034,11.8
BTC-26JUN26-40000-P,put,26JUN26,40000.0,0.55694,95085.65,0.00598366,568.9602004789999,68.45,0.0055,0.0065,0.1671,732.3
BTC-26JUN26-50000-C,call,26JUN26,50000.0,0.55694,95085.65,0.48661138,46269.759364697,62.11,0.4855,0.488,0.0051,22.7
BTC-26JUN26-50000-P,put,26JUN26,50000.0,0.55694,95085.65,0.01244982,1183.799227083,62.11,0.012,0.013,0.0803,556.6
BTC-26JUN26-60000-C,call,26JUN26,60000.0,0.55694,95085.65,0.39259815,37330.4502815475,56.96,0.3915,0.394,0.0064,9.9
BTC-26JUN26-60000-P,put,26JUN26,60000.0,0.55694,95085.65,0.02360428,2244.4283065819995,56.96,0.023,0.0245,0.0635,1654.2
BTC-26JUN26-70000-C,call,26JUN26,70000.0,0.55694,95085.79,0.30621916,29117.090741736396,53.11,0.305,0.3075,0.0082,21.5
BTC-26JUN26-70000-P,put,26JUN26,70000.0,0.55694,95085.65,0.04239297,4030.9631078805,53.11,0.042,0.043,0.0236,840.3
BTC-26JUN26-75000-C,call,26JUN26,75000.0,0.55694,95085.65,0.26685902,25374.463375063,51.6,0.2655,0.2685,0.0112,0.1
BTC-26JUN26-75000-P,put,26JUN26,75000.0,0.55694,95085.65,0.05561667,5288.3472177855,51.6,0.0555,0.0565,0.018,2342.4
BTC-26JUN26-80000-C,call,26JUN26,80000.0,0.55694,95085.65,0.23097465,21962.3747287725,50.52,0.229,0.232,0.013,21.2
BTC-26JUN26-80000-P,put,26JUN26,80000.0,0.55694,95085.65,0.07231615,6876.2281282475,50.52,0.072,0.0725,0.0069,2041.9
BTC-26JUN26-85000-C,call,26JUN26,85000.0,0.55694,95085.65,0.19788653,18816.1693312945,49.43,0.1965,0.199,0.0126,504.3
BTC-26JUN26-85000-P,put,26JUN26,85000.0,0.55694,95085.65,0.09181188,8729.992287522,49.43,0.0915,0.0925,0.0109,1262.6
BTC-26JUN26-90000-C,call,26JUN26,90000.0,0.55694,95085.65,0.16838807,16011.289088195499,48.6,0.167,0.1695,0.0148,237.1
BTC-26JUN26-90000-P,put,26JUN26,90000.0,0.55694,95085.65,0.11489726,10925.080650319,48.6,0.1145,0.1155,0.0087,1567.0
BTC-26JUN26-95000-C,call,26JUN26,95000.0,0.55694,95085.65,0.14170392,13474.009340748,47.72,0.141,0.143,0.0141,194.8
BTC-26JUN26-95000-P,put,26JUN26,95000.0,0.55694,95085.65,0.14079695,13387.7695087675,47.72,0.1395,0.142,0.0178,487.7
BTC-26JUN26-100000-C,call,26JUN26,100000.0,0.55694,95085.65,0.11882528,11298.578985232,47.13,0.118,0.12,0.0168,364.1
BTC-26JUN26-100000-P,put,26JUN26,100000.0,0.55694,95085.65,0.17050216,16212.308710004001,47.13,0.1695,0.172,0.0147,422.1
BTC-26JUN26-105000-C,call,26JUN26,105000.0,0.55694,95085.79,0.09931803,9443.7333437937,46.74,0.0985,0.1005,0.0201,274.0
BTC-26JUN26-105000-P,put,26JUN26,105000.0,0.55694,95085.65,0.20357875,19357.4177699375,46.74,0.2025,0.205,0.0123,295.1
BTC-26JUN26-110000-C,call,26JUN26,110000.0,0.55694,95085.79,0.08285237,7878.083054822299,46.49,0.082,0.084,0.0241,182.6
BTC-26JUN26-110000-P,put,26JUN26,110000.0,0.55694,95085.65,0.23969694,22791.739342910998,46.49,0.238,0.243,0.0209,734.8
BTC-26JUN26-115000-C,call,26JUN26,115000.0,0.55694,95085.65,0.06942069,6600.911432098499,46.49,0.0685,0.07,0.0216,881.9
BTC-26JUN26-115000-P,put,26JUN26,115000.0,0.55694,95085.65,0.2788491,26514.547925415,46.49,0.2745,0.283,0.0305,111.5
BTC-26JUN26-120000-C,call,26JUN26,120000.0,0.55694,95085.65,0.0580167,5516.555630354999,46.49,0.057,0.0585,0.0259,937.2
BTC-26JUN26-120000-P,put,26JUN26,120000.0,0.55694,95085.65,0.32002896,30430.161680423997,46.49,0.3155,0.324,0.0266,193.4
BTC-26JUN26-125000-C,call,26JUN26,125000.0,0.55694,95085.65,0.0483786,4600.11062709,46.49,0.047,0.0485,0.031,486.4
BTC-26JUN26-130000-C,call,26JUN26,130000.0,0.55694,95085.65,0.04026555,3828.6759943574993,46.49,0.0395,0.041,0.0373,1347.2
BTC-26JUN26-135000-C,call,26JUN26,135000.0,0.55694,95085.65,0.03365792,3200.385200848,46.59,0.033,0.0345,0.0446,485.4
BTC-26JUN26-140000-C,call,26JUN26,140000.0,0.55694,95085.65,0.02827459,2688.5077686335,46.76,0.0275,0.029,0.0531,462.0
BTC-26JUN26-145000-C,call,26JUN26,145000.0,0.55694,95085.65,0.02396315,2278.5516937975,47.03,0.023,0.0245,0.0626,130.7
BTC-26JUN26-150000-C,call,26JUN26,150000.0,0.55694,95085.65,0.02037675,1937.5365186374997,47.32,0.0195,0.021,0.0736,881.9
BTC-26JUN26-155000-C,call,26JUN26,155000.0,0.55694,95085.65,0.01757286,1670.9268154589997,47.75,0.017,0.018,0.0569,93.0
BTC-26JUN26-160000-C,call,26JUN26,160000.0,0.55694,95085.79,0.01515113,1440.6571654427,48.13,0.0145,0.0155,0.066,602.1
BTC-26JUN26-165000-C,call,26JUN26,165000.0,0.55694,95085.65,0.01313908,1249.3379622019997,48.53,0.0125,0.0135,0.0761,107.5
BTC-26JUN26-170000-C,call,26JUN26,170000.0,0.55694,95085.79,0.01124537,1069.2748902923,48.75,0.0105,0.012,0.1334,465.1
BTC-26JUN26-180000-C,call,26JUN26,180000.0,0.55694,95085.65,0.00871233,828.4175610645,49.65,0.008,0.009,0.1148,1277.3
BTC-26JUN26-190000-C,call,26JUN26,190000.0,0.55694,95085.65,0.00673114,640.034822141,50.36,0.006,0.0075,0.2228,500.0
BTC-26JUN26-200000-C,call,26JUN26,200000.0,0.55694,95085.65,0.00549061,522.0782207464999,51.41,0.005,0.006,0.1821,972.3
BTC-26JUN26-210000-C,call,26JUN26,210000.0,0.55694,95085.65,0.00453301,431.02420230649994,52.4,0.0041,0.005,0.1985,165.0
BTC-26JUN26-220000-C,call,26JUN26,220000.0,0.55694,95085.65,0.00372637,354.32431359049997,53.23,0.0033,0.0042,0.2415,641.8
BTC-26JUN26-230000-C,call,26JUN26,230000.0,0.55694,95085.65,0.00311261,295.9645450465,54.07,0.0027,0.0036,0.2891,738.8
BTC-26JUN26-240000-C,call,26JUN26,240000.0,0.55694,95085.65,0.00266849,253.73510616849998,54.99,0.0023,0.0031,0.2998,515.6
BTC-26JUN26-250000-C,call,26JUN26,250000.0,0.55694,95085.65,0.00238925,227.1833892625,56.13,0.0021,0.0027,0.2511,196.5
BTC-26JUN26-260000-C,call,26JUN26,260000.0,0.55694,95085.65,0.00210442,200.100143573,57.06,0.002,0.0024,0.1901,195.2
BTC-26JUN26-280000-C,call,26JUN26,280000.0,0.55694,95085.65,0.00173001,164.49912535649997,59.06,0.0015,0.002,0.289,154.6
BTC-26JUN26-300000-C,call,26JUN26,300000.0,0.55694,95085.65,0.00133902,127.321587063,60.35,0.0013,0.0015,0.1494,455.0
BTC-26JUN26-320000-C,call,26JUN26,320000.0,0.55694,95085.65,0.00109856,104.45729166399998,61.82,0.0009,0.0012,0.2731,143.3
BTC-26JUN26-340000-C,call,26JUN26,340000.0,0.55694,95085.65,0.00097709,92.90723775849999,63.6,0.0008,0.0012,0.4094,218.0
BTC-26JUN26-360000-C,call,26JUN26,360000.0,0.55694,95085.79,0.00088399,84.05488750209999,65.31,0.0006,0.0011,0.5656,172.2
BTC-26JUN26-380000-C,call,26JUN26,380000.0,0.55694,95085.65,0.0007642,72.66445373,66.56,0.0007,0.001,0.3926,250.0
BTC-25SEP26-40000-C,call,25SEP26,40000.0,0.80626,96406.52,0.59596807,57455.2076598164,65.51,0.5945,0.5975,0.005,0.0
BTC-25SEP26-40000-P,put,25SEP26,40000.0,0.80626,96406.52,0.01087428,1048.3514923056,65.51,0.01,0.0115,0.1379,483.1
BTC-25SEP26-50000-C,call,25SEP26,50000.0,0.80626,96406.52,0.50207259,48403.071189286806,60.22,0.5005,0.5035,0.006,0.1
BTC-25SEP26-50000-P,put,25SEP26,50000.0,0.80626,96406.52,0.02070535,1996.130738882,60.22,0.02,0.0215,0.0724,704.8
BTC-25SEP26-60000-C,call,25SEP26,60000.0,0.80626,96406.52,0.41366541,39880.0426224732,55.97,0.412,0.4155,0.0085,27.3
BTC-25SEP26-60000-P,put,25SEP26,60000.0,0.80626,96406.87,0.03602472,3473.0304978264003,55.97,0.035,0.0365,0.0416,685.0
BTC-25SEP26-70000-C,call,25SEP26,70000.0,0.80626,96406.52,0.33311555,32114.510933386,52.78,0.3315,0.3345,0.009,24.0
BTC-25SEP26-70000-P,put,25SEP26,70000.0,0.80626,96406.87,0.05920142,5707.423601755399,52.78,0.0585,0.06,0.0253,142.4
BTC-25SEP26-75000-C,call,25SEP26,75000.0,0.80626,96406.52,0.29666131,28600.084515741204,51.6,0.295,0.298,0.0101,1.6
BTC-25SEP26-75000-P,put,25SEP26,75000.0,0.80626,96406.52,0.07461046,7192.934804199201,51.6,0.074,0.0755,0.0201,1791.3
BTC-25SEP26-80000-C,call,25SEP26,80000.0,0.80626,96406.52,0.26288092,25343.434671598403,50.59,0.2615,0.2645,0.0114,596.2
BTC-25SEP26-80000-P,put,25SEP26,80000.0,0.80626,96406.52,0.09269334,8936.2423365768,50.59,0.092,0.0935,0.0162,1009.6
BTC-25SEP26-85000-C,call,25SEP26,85000.0,0.80626,96406.87,0.23194293,22360.891899929098,49.77,0.2305,0.2335,0.0129,32.3
BTC-25SEP26-85000-P,put,25SEP26,85000.0,0.80626,96406.52,0.11361862,10953.5757614024,49.77,0.113,0.1145,0.0132,213.3
BTC-25SEP26-90000-C,call,25SEP26,90000.0,0.80626,96406.52,0.20387003,19654.400124595602,49.09,0.2025,0.2055,0.0147,53.0
BTC-25SEP26-90000-P,put,25SEP26,90000.0,0.80626,96406.52,0.13740901,13247.1244707452,49.09,0.1365,0.1385,0.0146,292.9
BTC-25SEP26-95000-C,call,25SEP26,95000.0,0.80626,96406.52,0.17832557,17191.7476307164,48.45,0.177,0.18,0.0168,71.1
BTC-25SEP26-95000-P,put,25SEP26,95000.0,0.80626,96406.52,0.16372782,15784.4293533864,48.45,0.1625,0.1655,0.0183,76.5
BTC-25SEP26-100000-C,call,25SEP26,100000.0,0.80626,96406.52,0.15593941,15033.5758489532,48.04,0.1545,0.1575,0.0192,1072.9
BTC-25SEP26-100000-P,put,25SEP26,100000.0,0.80626,96406.87,0.19320494,18626.2835339378,48.04,0.1915,0.195,0.0181,633.5
BTC-25SEP26-105000-C,call,25SEP26,105000.0,0.80626,96406.52,0.13628731,13138.9852772612,47.78,0.135,0.1375,0.0183,76.8
BTC-25SEP26-105000-P,put,25SEP26,105000.0,0.80626,96406.87,0.22541611,21731.6616126757,47.78,0.2225,0.2305,0.0355,96.3
BTC-25SEP26-110000-C,call,25SEP26,110000.0,0.80626,96406.52,0.11898973,11471.3857850396,47.58,0.118,0.1205,0.021,114.6
BTC-25SEP26-110000-P,put,25SEP26,110000.0,0.80626,96406.52,0.25998181,25063.9415654012,47.58,0.2525,0.265,0.0481,88.0
BTC-25SEP26-115000-C,call,25SEP26,115000.0,0.80626,96406.87,0.10384685,10011.5497678595,47.44,0.103,0.105,0.0193,1013.6
BTC-25SEP26-115000-P,put,25SEP26,115000.0,0.80626,96406.52,0.29670221,28604.027542409203,47.44,0.289,0.3025,0.0455,90.7
BTC-25SEP26-120000-C,call,25SEP26,120000.0,0.80626,96406.52,0.09093074,8766.3162044248,47.44,0.09,0.092,0.022,236.4
BTC-25SEP26-120000-P,put,25SEP26,120000.0,0.80626,96406.52,0.33564937,32358.7877018924,47.44,0.3255,0.343,0.0521,82.4
BTC-25SEP26-125000-C,call,25SEP26,125000.0,0.80626,96406.87,0.07956086,7670.213487108199,47.44,0.0785,0.0805,0.0251,1228.6
BTC-25SEP26-125000-P,put,25SEP26,125000.0,0.80626,96406.52,0.37614277,36262.6154788604,47.44,0.366,0.3835,0.0465,15.5
BTC-25SEP26-130000-C,call,25SEP26,130000.0,0.80626,96406.52,0.06958152,6708.1121995103995,47.45,0.0685,0.0705,0.0287,998.9
BTC-25SEP26-130000-P,put,25SEP26,130000.0,0.80626,96406.52,0.4180267,40300.499414084,47.45,0.408,0.4255,0.0419,21.7
BTC-25SEP26-135000-C,call,25SEP26,135000.0,0.80626,96406.52,0.06096526,5877.4485574952005,47.49,0.06,0.062,0.0328,169.7
BTC-25SEP26-140000-C,call,25SEP26,140000.0,0.80626,96406.52,0.05373706,5180.6029496312,47.65,0.053,0.0545,0.0279,1202.4
BTC-25SEP26-145000-C,call,25SEP26,145000.0,0.80626,96406.87,0.04733596,4563.5117420452,47.77,0.0465,0.0485,0.0423,213.5
BTC-25SEP26-150000-C,call,25SEP26,150000.0,0.80626,96406.87,0.04189079,4038.5599457272997,47.95,0.041,0.043,0.0477,251.1
BTC-25SEP26-155000-C,call,25SEP26,155000.0,0.80626,96406.87,0.03713381,3579.9543932747,48.13,0.0365,0.038,0.0404,169.4
BTC-25SEP26-160000-C,call,25SEP26,160000.0,0.80626,96406.52,0.03303148,3184.4500372496004,48.34,0.032,0.034,0.0605,57.2
BTC-25SEP26-165000-C,call,25SEP26,165000.0,0.80626,96406.52,0.02950075,2844.06464489,48.58,0.0285,0.0305,0.0678,30.5
BTC-25SEP26-170000-C,call,25SEP26,170000.0,0.80626,96406.87,0.02648314,2553.1566351717997,48.86,0.0255,0.0275,0.0755,139.8
BTC-25SEP26-175000-C,call,25SEP26,175000.0,0.80626,96406.52,0.02382155,2296.552736506,49.13,0.023,0.0245,0.063,31.9
BTC-25SEP26-180000-C,call,25SEP26,180000.0,0.80626,96406.52,0.02144366,2067.3086366632,49.38,0.0205,0.022,0.07,547.3
BTC-25SEP26-190000-C,call,25SEP26,190000.0,0.80626,96406.87,0.01760788,1697.5205981355998,49.95,0.017,0.0185,0.0852,648.7
BTC-25SEP26-200000-C,call,25SEP26,200000.0,0.80626,96406.52,0.01472558,1419.6419227816,50.61,0.014,0.0155,0.1019,871.6
BTC-25SEP26-220000-C,call,25SEP26,220000.0,0.80626,96406.87,0.01025702,988.8471937273999,51.58,0.0095,0.011,0.1462,179.0
BTC-25SEP26-240000-C,call,25SEP26,240000.0,0.80626,96406.52,0.00771639,743.9103068628,52.93,0.007,0.0085,0.1944,142.4
BTC-25SEP26-260000-C,call,25SEP26,260000.0,0.80626,96406.52,0.0057317,552.5732506840001,53.86,0.005,0.0065,0.2617,115.6
BTC-25SEP26-280000-C,call,25SEP26,280000.0,0.80626,96406.87,0.00466611,449.8450601757,55.27,0.0039,0.0055,0.3429,123.8
BTC-25SEP26-300000-C,call,25SEP26,300000.0,0.80626,96406.87,0.00363524,350.4621100988,56.11,0.0031,0.0042,0.3026,114.9
BTC-25SEP26-320000-C,call,25SEP26,320000.0,0.80626,96406.52,0.00287723,277.38373153960003,56.9,0.0023,0.0035,0.4171,185.6
